director,stars
Ridley Scott,"('Christian Bale',), ('Joel Edgerton',), ('Ben Kingsley',), ('Sigourney Weaver',)"
Brad Bird,"('Eli Marienthal',), ('Harry Connick Jr.',), ('Jennifer Aniston',), ('Vin Diesel',)"
Mel Stuart,"('Gene Wilder',), ('Jack Albertson',), ('Peter Ostrum',), ('Roy Kinnear',)"
Mark Dindal,"('David Spade',), ('John Goodman',), ('Eartha Kitt',), ('Patrick Warburton',)"
Richard Donner,"('Mel Gibson',), ('Danny Glover',), ('Joe Pesci',), ('Rene Russo',)"
Adam Brooks,"('Ryan Reynolds',), ('Rachel Weisz',), ('Abigail Breslin',), ('An Nguyen',)"
Brad Bird,"('George Clooney',), ('Britt Robertson',), ('Hugh Laurie',), ('Raffey Cassidy',)"
Eli Craig,"('Tyler Labine',), ('Alan Tudyk',), ('Katrina Bowden',), ('Jesse Moss',)"
Pete Travis,"('Dennis Quaid',), ('Forest Whitaker',), ('Matthew Fox',), ('Bruce McGill',)"
Shawn Levy,"('Steve Carell',), ('Tina Fey',), ('Mark Wahlberg',), ('Taraji P. Henson',)"
Richard Donner,"('Mel Gibson',), ('Danny Glover',), ('Joe Pesci',), ('Rene Russo',)"
Richard Donner,"('Mel Gibson',), ('Danny Glover',), ('Joe Pesci',), ('Patsy Kensit',)"
Martin Scorsese,"('Robert De Niro',), ('Nick Nolte',), ('Jessica Lange',), ('Juliette Lewis',)"
Tim Johnson,"('Karey Kirkpatrick',), ('Bruce Willis',), ('Garry Shandling',), ('Steve Carell',)"
Patrick Hughes,"('Sylvester Stallone',), ('Jason Statham',), ('Jet Li',), ('Antonio Banderas',)"
Robert Schwentke,"('Jodie Foster',), ('Peter Sarsgaard',), ('Sean Bean',), ('Kate Beahan',)"
John G. Avildsen,"('Ralph Macchio',), ('Pat Morita',), ('Elisabeth Shue',), ('Martin Kove',)"
Terry Gilliam,"('Christopher Plummer',), ('Lily Cole',), ('Heath Ledger',), ('Andrew Garfield',)"
Martin Brest,"('Eddie Murphy',), ('Judge Reinhold',), ('John Ashton',), ('Lisa Eilbacher',)"
Richard Donner,"('Christopher Reeve',), ('Margot Kidder',), ('Gene Hackman',), ('Marlon Brando',)"
Olivier Megaton,"('Jason Statham',), ('Robert Knepper',), ('Natalya Rudakova',), ('François Berléand',)"
Brian De Palma,"('Sissy Spacek',), ('Piper Laurie',), ('Amy Irving',), ('John Travolta',)"
James Mangold,"('Winona Ryder',), ('Angelina Jolie',), ('Clea DuVall',), ('Brittany Murphy',)"
Asger Leth,"('Sam Worthington',), ('Elizabeth Banks',), ('Jamie Bell',), ('Mandy Gonzalez',)"
Randall Wallace,"('Leonardo DiCaprio',), ('Jeremy Irons',), ('John Malkovich',), ('Gérard Depardieu',)"
David Twohy,"('Vin Diesel',), ('Karl Urban',), ('Katee Sackhoff',), ('Jordi Mollà',)"
Peter Jackson,"('Rachel Weisz',), ('Mark Wahlberg',), ('Saoirse Ronan',), ('Susan Sarandon',)"
Lee Tamahori,"('Nicolas Cage',), ('Julianne Moore',), ('Jessica Biel',), ('Thomas Kretschmann',)"
Wes Craven,"('Neve Campbell',), ('Courteney Cox',), ('David Arquette',), ('Jada Pinkett Smith',)"
Dean Parisot,"('Bruce Willis',), ('Helen Mirren',), ('John Malkovich',), ('Anthony Hopkins',)"
Fede Alvarez,"('Jane Levy',), ('Shiloh Fernandez',), ('Jessica Lucas',), ('Lou Taylor Pucci',)"
Albert Hughes,"('Allen Hughes',), ('Johnny Depp',), ('Heather Graham',), ('Ian Holm',)"
Eric Darnell,"('Tim Johnson',), ('Woody Allen',), ('Sharon Stone',), ('Gene Hackman',)"
Anne Fletcher,"('Katherine Heigl',), ('James Marsden',), ('Malin Akerman',), ('Brian Kerwin',)"
Marco Brambilla,"('Sylvester Stallone',), ('Wesley Snipes',), ('Sandra Bullock',), ('Nigel Hawthorne',)"
Jonathan Hensleigh,"('Thomas Jane',), ('John Travolta',), ('Samantha Mathis',), ('Laura Harring',)"
Jon Turteltaub,"('Nicolas Cage',), ('Jay Baruchel',), ('Alfred Molina',), ('Teresa Palmer',)"
Clint Eastwood,"('Morgan Freeman',), ('Matt Damon',), ('Tony Kgoroge',), ('Patrick Mofokeng',)"
Harold Ramis,"('Robert De Niro',), ('Billy Crystal',), ('Lisa Kudrow',), ('Chazz Palminteri',)"
Dean Parisot,"('Tim Allen',), ('Sigourney Weaver',), ('Alan Rickman',), ('Tony Shalhoub',)"
Peter Ramsey,"('Hugh Jackman',), ('Alec Baldwin',), ('Isla Fisher',), ('Chris Pine',)"
Sylvester Stallone,"('Sylvester Stallone',), ('Talia Shire',), ('Burt Young',), ('Carl Weathers',)"
Wolfgang Reitherman,"('Phil Harris',), ('Sebastian Cabot',), ('Louis Prima',), ('Bruce Reitherman',)"
Amy Heckerling,"('Alicia Silverstone',), ('Stacey Dash',), ('Brittany Murphy',), ('Paul Rudd',)"
Bruce A. Evans,"('Kevin Costner',), ('Demi Moore',), ('William Hurt',), ('Dane Cook',)"
Blake Edwards,"('Audrey Hepburn',), ('George Peppard',), ('Patricia Neal',), ('Buddy Ebsen',)"
Nora Ephron,"('Tom Hanks',), ('Meg Ryan',), ('Ross Malinger',), ('Rita Wilson',)"
Ben Stiller,"('Jim Carrey',), ('Matthew Broderick',), ('Leslie Mann',), ('Jack Black',)"
Gary Winick,"('Jennifer Garner',), ('Mark Ruffalo',), ('Judy Greer',), ('Andy Serkis',)"
Dan Trachtenberg,"('John Goodman',), ('Mary Elizabeth Winstead',), ('John Gallagher Jr.',), ('Douglas M. Griffin',)"
Jessie Nelson,"('Sean Penn',), ('Michelle Pfeiffer',), ('Dakota Fanning',), ('Dianne Wiest',)"
John Dahl,"('Matt Damon',), ('Edward Norton',), ('Gretchen Mol',), ('John Malkovich',)"
Christian Alvart,"('Dennis Quaid',), ('Ben Foster',), ('Cam Gigandet',), ('Antje Traue',)"
Tony Scott,"('Robert Redford',), ('Brad Pitt',), ('Catherine McCormack',), ('Stephen Dillane',)"
Joe Carnahan,"('Jeremy Piven',), ('Ryan Reynolds',), ('Ray Liotta',), ('Joseph Ruskin',)"
Brett Ratner,"('Jackie Chan',), ('Chris Tucker',), ('Max von Sydow',), ('Hiroyuki Sanada',)"
Todd Phillips,"('Ben Stiller',), ('Owen Wilson',), ('Snoop Dogg',), ('Vince Vaughn',)"
Stanley Kubrick,"('Kirk Douglas',), ('Ralph Meeker',), ('Adolphe Menjou',), ('George Macready',)"
Robert Zemeckis,"('Tom Hanks',), ('Chris Coppola',), ('Michael Jeter',), ('Leslie Zemeckis',)"
David R. Ellis,"('A.J. Cook',), ('Ali Larter',), ('Tony Todd',), ('Michael Landes',)"
Paul W.S. Anderson,"('Laurence Fishburne',), ('Sam Neill',), ('Kathleen Quinlan',), ('Joely Richardson',)"
J.A. Bayona,"('Belén Rueda',), ('Fernando Cayo',), ('Roger Príncep',), ('Mabel Rivera',)"
Phillip Noyce,"('Denzel Washington',), ('Angelina Jolie',), ('Queen Latifah',), ('Michael Rooker',)"
John Landis,"('Eddie Murphy',), ('Paul Bates',), ('Garcelle Beauvais',), ('Feather',)"
Stuart Rosenberg,"('Paul Newman',), ('George Kennedy',), ('Strother Martin',), ('J.D. Cannon',)"
Patrick Tatopoulos,"('Rhona Mitra',), ('Michael Sheen',), ('Bill Nighy',), ('Steven Mackintosh',)"
Clark Johnson,"('Samuel L. Jackson',), ('Colin Farrell',), ('Michelle Rodriguez',), ('LL Cool J',)"
Richard Linklater,"('Jason London',), ('Wiley Wiggins',), ('Matthew McConaughey',), ('Rory Cochrane',)"
Harald Zwart,"('Jackie Chan',), ('Jaden Smith',), ('Taraji P. Henson',), ('Wenwen Han',)"
Larry Charles,"('Sacha Baron Cohen',), ('Gustaf Hammarsten',), ('Clifford Bañagale',), ('Chibundu Orukwowu',)"
Dennis Dugan,"('Adam Sandler',), ('Kevin James',), ('Jessica Biel',), ('Dan Aykroyd',)"
Keenen Ivory Wayans,"('Anna Faris',), ('Marlon Wayans',), ('Antony Acker',), ('Mark Barrett',)"
Mike Gabriel,"('Eric Goldberg',), ('Mel Gibson',), ('Linda Hunt',), ('Christian Bale',)"
Frank Coraci,"('Adam Sandler',), ('Kathy Bates',), ('Henry Winkler',), ('Fairuza Balk',)"
Rob Marshall,"('Ziyi Zhang',), ('Ken Watanabe',), ('Michelle Yeoh',), ('Suzuka Ohgo',)"
Oliver Stone,"('Charlie Sheen',), ('Michael Douglas',), ('Tamara Tunie',), ('Franklin Cover',)"
Eric Darnell,"('Tom McGrath',), ('Conrad Vernon',), ('Ben Stiller',), ('Jada Pinkett Smith',)"
Adam Elliot,"('Toni Collette',), ('Philip Seymour Hoffman',), ('Eric Bana',), ('Barry Humphries',)"
M. Night Shyamalan,"('Noah Ringer',), ('Nicola Peltz Beckham',), ('Jackson Rathbone',), ('Dev Patel',)"
Rodrigo Cortés,"('Ryan Reynolds',), ('José Luis García Pérez',), ('Robert Paterson',), ('Stephen Tobolowsky',)"
Anthony Minghella,"('Jude Law',), ('Nicole Kidman',), ('Renée Zellweger',), ('Eileen Atkins',)"
David Cronenberg,"('Jeff Goldblum',), ('Geena Davis',), ('John Getz',), ('Joy Boushel',)"
F. Gary Gray,"(""O'Shea Jackson Jr."",), ('Corey Hawkins',), ('Jason Mitchell',), ('Neil Brown Jr.',)"
Lexi Alexander,"('Elijah Wood',), ('Charlie Hunnam',), ('Claire Forlani',), ('Marc Warren',)"
Rob Cohen,"('Brendan Fraser',), ('Jet Li',), ('Maria Bello',), ('Michelle Yeoh',)"
Simon West,"('Jason Statham',), ('Ben Foster',), ('Donald Sutherland',), ('Tony Goldwyn',)"
John Lee Hancock,"('Emma Thompson',), ('Tom Hanks',), ('Annie Rose Buckley',), ('Colin Farrell',)"
George P. Cosmatos,"('Sylvester Stallone',), ('Richard Crenna',), ('Charles Napier',), ('Steven Berkoff',)"
Måns Mårlind,"('Björn Stein',), ('Kate Beckinsale',), ('Michael Ealy',), ('India Eisley',)"
Dean DeBlois,"('Chris Sanders',), ('Daveigh Chase',), ('Chris Sanders',), ('Tia Carrere',)"
Carl Rinsch,"('Keanu Reeves',), ('Hiroyuki Sanada',), ('Ko Shibasaki',), ('Tadanobu Asano',)"
Sofia Coppola,"('Kirsten Dunst',), ('Josh Hartnett',), ('James Woods',), ('Kathleen Turner',)"
Seth MacFarlane,"('Mark Wahlberg',), ('Seth MacFarlane',), ('Amanda Seyfried',), ('Jessica Barth',)"
Andy Fickman,"('Amanda Bynes',), ('Laura Ramsey',), ('Channing Tatum',), ('Vinnie Jones',)"
Danny Leiner,"('Ashton Kutcher',), ('Seann William Scott',), ('Jennifer Garner',), ('Marla Sokoloff',)"
David Frankel,"('Owen Wilson',), ('Jennifer Aniston',), ('Eric Dane',), ('Kathleen Turner',)"
Terence Young,"('Sean Connery',), ('Ursula Andress',), ('Bernard Lee',), ('Joseph Wiseman',)"
Edward Zwick,"('Daniel Craig',), ('Liev Schreiber',), ('Jamie Bell',), ('Alexa Davalos',)"
Steven Spielberg,"('Jeremy Irvine',), ('Emily Watson',), ('David Thewlis',), ('Benedict Cumberbatch',)"
David R. Ellis,"('Samuel L. Jackson',), ('Julianna Margulies',), ('Nathan Phillips',), ('Rachel Blanchard',)"
Nat Faxon,"('Jim Rash',), ('Steve Carell',), ('Toni Collette',), ('Allison Janney',)"
Brett Ratner,"('Dwayne Johnson',), ('John Hurt',), ('Ian McShane',), ('Joseph Fiennes',)"
Tom Shadyac,"('Steve Carell',), ('Morgan Freeman',), ('Lauren Graham',), ('Johnny Simmons',)"
Takashi Shimizu,"('Sarah Michelle Gellar',), ('Jason Behr',), ('Clea DuVall',), ('William Mapother',)"
Robert Schwentke,"('Eric Bana',), ('Rachel McAdams',), ('Ron Livingston',), ('Michelle Nolden',)"
Kevin Smith,"(""Brian O'Halloran"",), ('Jeff Anderson',), ('Rosario Dawson',), ('Jason Mewes',)"
Craig Gillespie,"('Ryan Gosling',), ('Emily Mortimer',), ('Paul Schneider',), ('R.D. Reid',)"
David Zucker,"('Leslie Nielsen',), ('Priscilla Presley',), ('O.J. Simpson',), ('Ricardo Montalban',)"
Peter Howitt,"('Rowan Atkinson',), ('John Malkovich',), ('Natalie Imbruglia',), ('Tasha de Vasconcelos',)"
Penelope Spheeris,"('Mike Myers',), ('Dana Carvey',), ('Rob Lowe',), ('Tia Carrere',)"
Wolfgang Becker,"('Daniel Brühl',), ('Katrin Sass',), ('Chulpan Khamatova',), ('Florian Lukas',)"
Rob Letterman,"('Conrad Vernon',), ('Reese Witherspoon',), ('Rainn Wilson',), ('Stephen Colbert',)"
Alejandro Agresti,"('Keanu Reeves',), ('Sandra Bullock',), ('Christopher Plummer',), ('Ebon Moss-Bachrach',)"
Chris Miller,"('Antonio Banderas',), ('Salma Hayek',), ('Zach Galifianakis',), ('Billy Bob Thornton',)"
Jee-woon Kim,"('Arnold Schwarzenegger',), ('Forest Whitaker',), ('Johnny Knoxville',), ('Rodrigo Santoro',)"
Kevin Smith,"('Ben Affleck',), ('Joey Lauren Adams',), ('Ethan Suplee',), ('Scott Mosier',)"
Don Siegel,"('Clint Eastwood',), ('Clint Eastwood',), ('Andrew Robinson',), ('Harry Guardino',)"
Scott Cooper,"('Johnny Depp',), ('Benedict Cumberbatch',), ('Dakota Johnson',), ('Joel Edgerton',)"
Jon Hurwitz,"('Hayden Schlossberg',), ('John Cho',), ('Kal Penn',), ('Neil Patrick Harris',)"
Allen Coulter,"('Robert Pattinson',), ('Emilie de Ravin',), ('Caitlyn Rund',), ('Moisés Acevedo',)"
Sean Anders,"('Jason Bateman',), ('Jason Sudeikis',), ('Charlie Day',), ('Jennifer Aniston',)"
Carol Reed,"('Orson Welles',), ('Joseph Cotten',), ('Alida Valli',), ('Trevor Howard',)"
Mark Neveldine,"('Brian Taylor',), ('Gerard Butler',), ('Michael C. Hall',), ('Ludacris',)"
Oliver Stone,"('Kevin Costner',), ('Gary Oldman',), ('Jack Lemmon',), ('Walter Matthau',)"
Kevin Macdonald,"('Russell Crowe',), ('Rachel McAdams',), ('Ben Affleck',), ('Helen Mirren',)"
Sam Raimi,"('Bruce Campbell',), ('Sarah Berry',), ('Dan Hicks',), ('Kassie Wesley DePaiva',)"
Roger Donaldson,"('Al Pacino',), ('Colin Farrell',), ('Bridget Moynahan',), ('Gabriel Macht',)"
John Milius,"('Arnold Schwarzenegger',), ('James Earl Jones',), ('Max von Sydow',), ('Sandahl Bergman',)"
John Huston,"('Humphrey Bogart',), ('Mary Astor',), ('Gladys George',), ('Peter Lorre',)"
Michael Mann,"('Daniel Day-Lewis',), ('Madeleine Stowe',), ('Russell Means',), ('Eric Schweig',)"
Kathryn Bigelow,"('Patrick Swayze',), ('Keanu Reeves',), ('Gary Busey',), ('Lori Petty',)"
Richard Donner,"('Bruce Willis',), ('Yasiin Bey',), ('David Morse',), ('Jenna Stern',)"
Mel Brooks,"('Gene Wilder',), ('Madeline Kahn',), ('Marty Feldman',), ('Peter Boyle',)"
Clyde Geronimi,"('Hamilton Luske',), ('Wolfgang Reitherman',), ('Rod Taylor',), ('Betty Lou Gerson',)"
Paul Michael Glaser,"('Arnold Schwarzenegger',), ('Maria Conchita Alonso',), ('Yaphet Kotto',), ('Jim Brown',)"
Jennifer Kent,"('Essie Davis',), ('Noah Wiseman',), ('Daniel Henshall',), ('Hayley McElhinney',)"
Mark Neveldine,"('Brian Taylor',), ('Jason Statham',), ('Amy Smart',), ('Clifton Collins Jr.',)"
Lone Scherfig,"('Carey Mulligan',), ('Peter Sarsgaard',), ('Alfred Molina',), ('Olivia Williams',)"
Edward Zwick,"('Brad Pitt',), ('Anthony Hopkins',), ('Aidan Quinn',), ('Julia Ormond',)"
Joe Pytka,"('Michael Jordan',), ('Wayne Knight',), ('Theresa Randle',), ('Manner Washington',)"
David Robert Mitchell,"('Maika Monroe',), ('Keir Gilchrist',), ('Olivia Luccardi',), ('Lili Sepe',)"
Ingmar Bergman,"('Max von Sydow',), ('Gunnar Björnstrand',), ('Bengt Ekerot',), ('Nils Poppe',)"
Fritz Lang,"('Brigitte Helm',), ('Alfred Abel',), ('Gustav Fröhlich',), ('Rudolf Klein-Rogge',)"
Debra Granik,"('Jennifer Lawrence',), ('John Hawkes',), ('Garret Dillahunt',), ('Isaiah Stone',)"
Andrew Dominik,"('Brad Pitt',), ('Ray Liotta',), ('Richard Jenkins',), ('Scoot McNairy',)"
David Zucker,"('Anna Faris',), ('Charlie Sheen',), ('Regina Hall',), ('Pamela Anderson',)"
Brian Helgeland,"('Mel Gibson',), ('Gregg Henry',), ('Maria Bello',), ('David Paymer',)"
Mark L. Lester,"('Arnold Schwarzenegger',), ('Rae Dawn Chong',), ('Dan Hedaya',), ('Vernon Wells',)"
Fernando Meirelles,"('Ralph Fiennes',), ('Rachel Weisz',), ('Danny Huston',), ('Hubert Koundé',)"
Shane Acker,"('Elijah Wood',), ('Jennifer Connelly',), ('Crispin Glover',), ('Christopher Plummer',)"
Darren Lynn Bousman,"('Tobin Bell',), ('Scott Patterson',), ('Louis Ferreira',), ('Costas Mandylor',)"
Cameron Crowe,"('Matt Damon',), ('Scarlett Johansson',), ('Thomas Haden Church',), ('Elle Fanning',)"
Dean Parisot,"('Jim Carrey',), ('Téa Leoni',), ('Alec Baldwin',), ('Richard Jenkins',)"
Karyn Kusama,"('Charlize Theron',), ('Frances McDormand',), ('Sophie Okonedo',), ('Marton Csokas',)"
Lisa Cholodenko,"('Annette Bening',), ('Julianne Moore',), ('Mark Ruffalo',), ('Mia Wasikowska',)"
Frank Miller,"('Robert Rodriguez',), ('Mickey Rourke',), ('Jessica Alba',), ('Josh Brolin',)"
Steven Brill,"('Adam Sandler',), ('Winona Ryder',), ('John Turturro',), ('Allen Covert',)"
Taylor Hackford,"('Jamie Foxx',), ('Regina King',), ('Kerry Washington',), ('Clifton Powell',)"
Gabor Csupo,"('Josh Hutcherson',), ('AnnaSophia Robb',), ('Zooey Deschanel',), ('Robert Patrick',)"
Paul Greengrass,"('Matt Damon',), ('Jason Isaacs',), ('Greg Kinnear',), ('Igal Naor',)"
Brett Ratner,"('Eddie Murphy',), ('Ben Stiller',), ('Casey Affleck',), ('Alan Alda',)"
John Singleton,"('Mark Wahlberg',), ('Tyrese Gibson',), ('André 3000',), ('Garrett Hedlund',)"
Mark Romanek,"('Keira Knightley',), ('Carey Mulligan',), ('Andrew Garfield',), ('Izzy Meikle-Small',)"
Paul Thomas Anderson,"('Adam Sandler',), ('Emily Watson',), ('Philip Seymour Hoffman',), ('Jason Andrews',)"
Josh Trank,"('Stephen E. Rivkin',), ('Miles Teller',), ('Kate Mara',), ('Michael B. Jordan',)"
Frank Coraci,"('Adam Sandler',), ('Drew Barrymore',), ('Christine Taylor',), ('Allen Covert',)"
Grant Heslov,"('Ewan McGregor',), ('George Clooney',), ('Kevin Spacey',), ('Jeff Bridges',)"
Jim Sheridan,"('Daniel Day-Lewis',), ('Pete Postlethwaite',), ('Alison Crosbie',), ('Philip King',)"
Bobby Farrelly,"('Peter Farrelly',), ('Jack Black',), ('Gwyneth Paltrow',), ('Jason Alexander',)"
Stephen Gaghan,"('George Clooney',), ('Matt Damon',), ('Amanda Peet',), ('Kayvan Novak',)"
Billy Wilder,"('Jack Lemmon',), ('Shirley MacLaine',), ('Fred MacMurray',), ('Ray Walston',)"
Roland Emmerich,"('Camilla Belle',), ('Steven Strait',), ('Marco Khan',), ('Cliff Curtis',)"
James Wan,"('Patrick Wilson',), ('Rose Byrne',), ('Barbara Hershey',), ('Lin Shaye',)"
Steven Soderbergh,"('Channing Tatum',), ('Alex Pettyfer',), ('Olivia Munn',), ('Matthew McConaughey',)"
Harmony Korine,"('Vanessa Hudgens',), ('Selena Gomez',), ('Ashley Benson',), ('Rachel Korine',)"
Marcus Nispel,"('Jessica Biel',), ('Jonathan Tucker',), ('Andrew Bryniarski',), ('Erica Leerhsen',)"
Charles Crichton,"('John Cleese',), ('John Cleese',), ('Jamie Lee Curtis',), ('Kevin Kline',)"
Kimberly Peirce,"('Chloë Grace Moretz',), ('Julianne Moore',), ('Gabriella Wilde',), ('Portia Doubleday',)"
Stefen Fangmeier,"('Ed Speleers',), ('Sienna Guillory',), ('Jeremy Irons',), ('John Malkovich',)"
Charles Chaplin,"('Charles Chaplin',), ('Virginia Cherrill',), ('Florence Lee',), ('Harry Myers',)"
Mike Judge,"('Luke Wilson',), ('Maya Rudolph',), ('Dax Shepard',), ('Terry Crews',)"
Mike Newell,"('Hugh Grant',), ('Andie MacDowell',), ('James Fleet',), ('Simon Callow',)"
John Moore,"('Mark Wahlberg',), ('Mila Kunis',), ('Beau Bridges',), ('Ludacris',)"
Rob Bowman,"('Matthew McConaughey',), ('Christian Bale',), ('Izabella Scorupco',), ('Gerard Butler',)"
Ivan Reitman,"('Arnold Schwarzenegger',), ('Penelope Ann Miller',), ('Pamela Reed',), ('Linda Hunt',)"
Terry Zwigoff,"('Billy Bob Thornton',), ('Bernie Mac',), ('Lauren Graham',), ('John Ritter',)"
Dennis Dugan,"('Adam Sandler',), ('Kevin James',), ('Chris Rock',), ('David Spade',)"
Alexander Payne,"('Jack Nicholson',), ('Hope Davis',), ('Dermot Mulroney',), ('Kathy Bates',)"
Lars von Trier,"('Nicole Kidman',), ('Paul Bettany',), ('Lauren Bacall',), ('Harriet Andersson',)"
Robert Stevenson,"('Julie Andrews',), ('Dick Van Dyke',), ('David Tomlinson',), ('Glynis Johns',)"
F. Gary Gray,"('Samuel L. Jackson',), ('Kevin Spacey',), ('David Morse',), ('Ron Rifkin',)"
Harald Zwart,"('Lily Collins',), ('Jamie Campbell Bower',), ('Robert Sheehan',), ('Jemima West',)"
John Hamburg,"('Ben Stiller',), ('Jennifer Aniston',), ('Debra Messing',), ('Philip Seymour Hoffman',)"
Jay Roach,"('Will Ferrell',), ('Zach Galifianakis',), ('Jason Sudeikis',), ('Dylan McDermott',)"
Joe Johnston,"('Rick Moranis',), ('Matt Frewer',), ('Marcia Strassman',), ('Kristine Sutherland',)"
Jon Turteltaub,"('Robert De Niro',), ('Michael Douglas',), ('Morgan Freeman',), ('Kevin Kline',)"
Luke Greenfield,"('Jake Johnson',), ('Damon Wayans Jr.',), ('Rob Riggle',), ('Nina Dobrev',)"
John McTiernan,"('Arnold Schwarzenegger',), ('F. Murray Abraham',), ('Art Carney',), ('Charles Dance',)"
Bennett Miller,"('Steve Carell',), ('Channing Tatum',), ('Mark Ruffalo',), ('Vanessa Redgrave',)"
Bryan Singer,"('Nicholas Hoult',), ('Stanley Tucci',), ('Ewan McGregor',), ('Bill Nighy',)"
Jimmy Hayward,"('Steve Martino',), ('Jim Carrey',), ('Steve Carell',), ('Carol Burnett',)"
Alfred Hitchcock,"('Ray Milland',), ('Grace Kelly',), ('Robert Cummings',), ('John Williams',)"
Michael Apted,"('Ben Barnes',), ('Skandar Keynes',), ('Georgie Henley',), ('Will Poulter',)"
Katsuhiro Ôtomo,"('Mitsuo Iwata',), ('Nozomu Sasaki',), ('Mami Koyama',), ('Tesshô Genda',)"
Anna Boden,"('Ryan Fleck',), ('Keir Gilchrist',), ('Zach Galifianakis',), ('Emma Roberts',)"
Jeremiah S. Chechik,"('Chevy Chase',), (""Beverly D'Angelo"",), ('Juliette Lewis',), ('Johnny Galecki',)"
Ridley Scott,"('Nicolas Cage',), ('Alison Lohman',), ('Sam Rockwell',), ('Bruce Altman',)"
Lone Scherfig,"('Anne Hathaway',), ('Jim Sturgess',), ('Patricia Clarkson',), ('Tom Mison',)"
Michaël R. Roskam,"('Tom Hardy',), ('Noomi Rapace',), ('James Gandolfini',), ('Matthias Schoenaerts',)"
Michael Spierig,"('Peter Spierig',), ('Ethan Hawke',), ('Willem Dafoe',), ('Sam Neill',)"
Simon J. Smith,"('Steve Hickner',), ('Jerry Seinfeld',), ('Renée Zellweger',), ('Matthew Broderick',)"
Gary McKendry,"('Jason Statham',), ('Clive Owen',), ('Robert De Niro',), ('Dominic Purcell',)"
Patty Jenkins,"('Charlize Theron',), ('Christina Ricci',), ('Bruce Dern',), ('Lee Tergesen',)"
Jim Gillespie,"('Jennifer Love Hewitt',), ('Sarah Michelle Gellar',), ('Anne Heche',), ('Ryan Phillippe',)"
Steve Pink,"('Justin Long',), ('Jonah Hill',), ('Blake Lively',), ('Adam Herschman',)"
Tobe Hooper,"('JoBeth Williams',), (""Heather O'Rourke"",), ('Craig T. Nelson',), ('Beatrice Straight',)"
Stephen Hopkins,"('Danny Glover',), ('Gary Busey',), ('Kevin Peter Hall',), ('Rubén Blades',)"
James Ponsoldt,"('Miles Teller',), ('Shailene Woodley',), ('Kyle Chandler',), ('Jennifer Jason Leigh',)"
Tamra Davis,"('Adam Sandler',), ('Darren McGavin',), ('Bridgette Wilson-Sampras',), ('Bradley Whitford',)"
Rob Reiner,"('Rob Reiner',), ('Michael McKean',), ('Christopher Guest',), ('Kimberly Stringer',)"
